koyAdi,adaNo,parselNo,alanKm
AŞAĞIYAKACIK,126,129,0.265
AŞAĞIYAKACIK,126,130,0.563
AŞAĞIYAKACIK,126,133,0.414
AŞAĞIYAKACIK,126,136,1.18
AŞAĞIYAKACIK,126,138,1.862
AŞAĞIYAKACIK,126,141,1.03
AŞAĞIYAKACIK,126,152,0.636
AŞAĞIYAKACIK,126,155,0.702
AŞAĞIYAKACIK,126,157,0.653
AŞAĞIYAKACIK,126,164,1.064
AŞAĞIYAKACIK,126,165,1.339
AŞAĞIYAKACIK,126,166,0.363
AŞAĞIYAKACIK,126,167,0.136
AŞAĞIYAKACIK,126,168,2.097
AŞAĞIYAKACIK,126,169,0.497
AŞAĞIYAKACIK,126,170,1.521
AŞAĞIYAKACIK,126,171,1.919
AŞAĞIYAKACIK,126,173,3.081
AŞAĞIYAKACIK,126,180,2.771
AŞAĞIYAKACIK,126,181,6.229
AŞAĞIYAKACIK,126,184,2.982
AŞAĞIYAKACIK,127,2,0.787
AŞAĞIYAKACIK,127,5,10.721
AŞAĞIYAKACIK,127,6,2.878
AŞAĞIYAKACIK,127,8,5.859
AŞAĞIYAKACIK,127,10,4.876
AŞAĞIYAKACIK,129,1,0.26
AŞAĞIYAKACIK,129,3,29.004
AŞAĞIYAKACIK,129,7,13.582
AŞAĞIYAKACIK,129,8,11.761
AŞAĞIYAKACIK,129,9,1.124
AŞAĞIYAKACIK,129,11,14.712
AŞAĞIYAKACIK,129,11,14.712
AŞAĞIYAKACIK,129,13,5.387
AŞAĞIYAKACIK,129,14,8.91
AŞAĞIYAKACIK,129,16,15.093
AŞAĞIYAKACIK,129,16,15.093
AŞAĞIYAKACIK,129,17,6.288
AŞAĞIYAKACIK,129,19,9.248
AŞAĞIYAKACIK,129,20,15.031
AŞAĞIYAKACIK,129,24,3.363
AŞAĞIYAKACIK,129,33,5.519
AŞAĞIYAKACIK,129,34,4.976
AŞAĞIYAKACIK,129,36,11.492
AŞAĞIYAKACIK,129,39,2.371
AŞAĞIYAKACIK,130,1,4.36
AŞAĞIYAKACIK,130,3,4.251
AŞAĞIYAKACIK,130,4,1.787
AŞAĞIYAKACIK,130,7,9.707
AŞAĞIYAKACIK,130,8,1.288
AŞAĞIYAKACIK,130,9,1.533
AŞAĞIYAKACIK,130,23,9.981
AŞAĞIYAKACIK,130,25,6.415
AŞAĞIYAKACIK,130,26,1.956
AŞAĞIYAKACIK,130,32,4.408
AŞAĞIYAKACIK,130,33,6.139
AŞAĞIYAKACIK,130,35,4.375
AŞAĞIYAKACIK,130,37,2.536
AŞAĞIYAKACIK,130,38,16.247
AŞAĞIYAKACIK,130,41,15.557
AŞAĞIYAKACIK,130,42,18.926
AŞAĞIYAKACIK,130,43,18.519
AŞAĞIYAKACIK,130,44,4.182
AŞAĞIYAKACIK,130,46,1.181
AŞAĞIYAKACIK,130,51,1.276
AŞAĞIYAKACIK,130,54,3.433
AŞAĞIYAKACIK,130,55,2.38
AŞAĞIYAKACIK,130,56,1.288
AŞAĞIYAKACIK,130,59,7.165
AŞAĞIYAKACIK,130,61,0.786
AŞAĞIYAKACIK,130,63,0.261
AŞAĞIYAKACIK,130,65,19.698
AŞAĞIYAKACIK,130,67,7.164
AŞAĞIYAKACIK,130,69,0.434
AŞAĞIYAKACIK,130,75,0.72
AŞAĞIYAKACIK,130,80,0.527
AŞAĞIYAKACIK,130,81,1.049
AŞAĞIYAKACIK,130,83,3.298
AŞAĞIYAKACIK,130,86,0.593
AŞAĞIYAKACIK,130,90,2.106
AŞAĞIYAKACIK,130,91,4.145
AŞAĞIYAKACIK,130,94,1.535
AŞAĞIYAKACIK,130,99,6.688
AŞAĞIYAKACIK,130,100,4.445
AŞAĞIYAKACIK,130,105,10.776
AŞAĞIYAKACIK,130,109,6.123
AŞAĞIYAKACIK,130,110,4.254
AŞAĞIYAKACIK,130,111,12.338
AŞAĞIYAKACIK,130,113,3.895
AŞAĞIYAKACIK,130,115,10.63
AŞAĞIYAKACIK,130,117,15.277
AŞAĞIYAKACIK,130,118,1.287
AŞAĞIYAKACIK,130,121,0.884
AŞAĞIYAKACIK,130,122,11.296
AŞAĞIYAKACIK,130,123,5.113
AŞAĞIYAKACIK,130,124,5.6
AŞAĞIYAKACIK,130,126,3.46
AŞAĞIYAKACIK,130,133,5.364
AŞAĞIYAKACIK,130,134,5.199
AŞAĞIYAKACIK,130,141,0.431
AŞAĞIYAKACIK,130,143,5.205
AŞAĞIYAKACIK,130,146,0.437
AŞAĞIYAKACIK,130,147,0.435
AŞAĞIYAKACIK,130,153,11.188
AŞAĞIYAKACIK,130,155,9.199
AŞAĞIYAKACIK,130,156,15.416
AŞAĞIYAKACIK,130,157,9.762
AŞAĞIYAKACIK,130,161,7.452
AŞAĞIYAKACIK,130,162,14.602
AŞAĞIYAKACIK,130,162,14.602
AŞAĞIYAKACIK,130,163,3.082
AŞAĞIYAKACIK,130,167,20.134
AŞAĞIYAKACIK,130,167,20.134
AŞAĞIYAKACIK,130,174,1.913
AŞAĞIYAKACIK,130,181,9.573
AŞAĞIYAKACIK,130,186,1.686
AŞAĞIYAKACIK,130,189,2.598
AŞAĞIYAKACIK,130,190,0.537
AŞAĞIYAKACIK,130,191,3.19
AŞAĞIYAKACIK,130,192,1.247
AŞAĞIYAKACIK,130,193,2.681
AŞAĞIYAKACIK,130,195,0.276
AŞAĞIYAKACIK,130,196,1.13
AŞAĞIYAKACIK,130,197,4.008
AŞAĞIYAKACIK,130,198,0.545
AŞAĞIYAKACIK,130,199,1.334
AŞAĞIYAKACIK,130,201,4.037
AŞAĞIYAKACIK,130,205,2.826
AŞAĞIYAKACIK,130,207,1.87
AŞAĞIYAKACIK,130,209,2.568
AŞAĞIYAKACIK,130,211,1.364
AŞAĞIYAKACIK,130,216,2.903
AŞAĞIYAKACIK,130,217,12.271
AŞAĞIYAKACIK,130,224,11.588
AŞAĞIYAKACIK,130,226,1.136
AŞAĞIYAKACIK,130,229,2.315
AŞAĞIYAKACIK,130,230,0.622
AŞAĞIYAKACIK,130,232,3.968
AŞAĞIYAKACIK,130,241,0.51
AŞAĞIYAKACIK,130,242,0.348
AŞAĞIYAKACIK,130,243,4.37
AŞAĞIYAKACIK,130,244,3.964
AŞAĞIYAKACIK,130,248,0.38
AŞAĞIYAKACIK,130,249,1.041
AŞAĞIYAKACIK,130,250,0.381
AŞAĞIYAKACIK,130,251,0.952
AŞAĞIYAKACIK,130,252,0.188
AŞAĞIYAKACIK,130,254,0.365
AŞAĞIYAKACIK,130,255,1.37
AŞAĞIYAKACIK,130,256,0.747
AŞAĞIYAKACIK,130,257,0.145
AŞAĞIYAKACIK,130,259,0.127
AŞAĞIYAKACIK,130,260,0.39
AŞAĞIYAKACIK,130,263,0.364
AŞAĞIYAKACIK,130,266,3.118
AŞAĞIYAKACIK,130,268,0.338
AŞAĞIYAKACIK,130,270,4.248
AŞAĞIYAKACIK,130,271,0.869
AŞAĞIYAKACIK,130,272,1.209
AŞAĞIYAKACIK,130,273,0.314
AŞAĞIYAKACIK,130,274,3.531
AŞAĞIYAKACIK,130,275,0.335
AŞAĞIYAKACIK,130,276,2.279
AŞAĞIYAKACIK,130,278,2.094
AŞAĞIYAKACIK,134,2,1.717
AŞAĞIYAKACIK,134,3,2.213
AŞAĞIYAKACIK,134,4,5.606
AŞAĞIYAKACIK,134,5,1.169
AŞAĞIYAKACIK,134,6,1.511
AŞAĞIYAKACIK,134,8,0.683
AŞAĞIYAKACIK,134,10,2.828
AŞAĞIYAKACIK,134,11,3.51
AŞAĞIYAKACIK,134,14,8.267
AŞAĞIYAKACIK,135,8,1.302
AŞAĞIYAKACIK,135,29,1.167
AŞAĞIYAKACIK,139,12,1.747
AŞAĞIYAKACIK,139,14,4.625
AŞAĞIYAKACIK,139,15,1.292
AŞAĞIYAKACIK,139,20,3.003
AŞAĞIYAKACIK,139,24,1.367
AŞAĞIYAKACIK,141,1,6.159
AŞAĞIYAKACIK,141,6,15.733
AŞAĞIYAKACIK,141,10,0.674
AŞAĞIYAKACIK,141,11,0.204
AŞAĞIYAKACIK,141,12,0.33
AŞAĞIYAKACIK,141,14,0.531
AŞAĞIYAKACIK,141,15,2.449
AŞAĞIYAKACIK,141,16,0.124
AŞAĞIYAKACIK,141,18,0.601
AŞAĞIYAKACIK,141,20,1.218
AŞAĞIYAKACIK,141,21,0.629
AŞAĞIYAKACIK,141,23,1.635
AŞAĞIYAKACIK,141,24,3.04
AŞAĞIYAKACIK,141,25,2.032
AŞAĞIYAKACIK,141,27,1.703
AŞAĞIYAKACIK,141,29,0.838
AŞAĞIYAKACIK,141,30,5.745
AŞAĞIYAKACIK,141,33,3.251
AŞAĞIYAKACIK,141,38,1.833
AŞAĞIYAKACIK,141,39,2.113
AŞAĞIYAKACIK,141,41,0.323
AŞAĞIYAKACIK,141,42,0.179
AŞAĞIYAKACIK,141,43,1.468
AŞAĞIYAKACIK,141,44,2.839
AŞAĞIYAKACIK,141,49,0.199
AŞAĞIYAKACIK,141,50,1.455
AŞAĞIYAKACIK,141,51,0.49
AŞAĞIYAKACIK,141,52,0.508
AŞAĞIYAKACIK,141,53,0.485
AŞAĞIYAKACIK,141,54,7.943
AŞAĞIYAKACIK,141,55,2.045
AŞAĞIYAKACIK,141,57,5.101
AŞAĞIYAKACIK,141,59,0.444
AŞAĞIYAKACIK,141,61,0.195
AŞAĞIYAKACIK,141,62,0.122
AŞAĞIYAKACIK,141,67,0.215
AŞAĞIYAKACIK,141,70,0.447
AŞAĞIYAKACIK,141,72,1.488
AŞAĞIYAKACIK,141,74,0.436
AŞAĞIYAKACIK,142,6,5.556
AŞAĞIYAKACIK,146,2,0.768
AŞAĞIYAKACIK,146,2,0.768
AŞAĞIYAKACIK,146,3,1.612
AŞAĞIYAKACIK,146,4,1.223
AŞAĞIYAKACIK,146,6,2.696
AŞAĞIYAKACIK,146,8,1.061
AŞAĞIYAKACIK,146,10,3.197
AŞAĞIYAKACIK,146,13,0.87
AŞAĞIYAKACIK,146,14,1.598
AŞAĞIYAKACIK,146,15,6.174
AŞAĞIYAKACIK,146,16,5.331
AŞAĞIYAKACIK,146,18,1.614
AŞAĞIYAKACIK,146,19,2.074
AŞAĞIYAKACIK,146,20,3.161
AŞAĞIYAKACIK,146,21,2.301
AŞAĞIYAKACIK,146,22,1.197
AŞAĞIYAKACIK,146,23,5.011
AŞAĞIYAKACIK,146,24,6.716
AŞAĞIYAKACIK,146,27,5.103
AŞAĞIYAKACIK,146,29,0.832
AŞAĞIYAKACIK,146,31,7.039
AŞAĞIYAKACIK,146,33,2.626
AŞAĞIYAKACIK,146,34,2.902
AŞAĞIYAKACIK,146,36,1.42
AŞAĞIYAKACIK,146,38,1.554
AŞAĞIYAKACIK,146,41,1.099
AŞAĞIYAKACIK,146,43,0.58
AŞAĞIYAKACIK,146,45,3.211
AŞAĞIYAKACIK,146,47,1.107
AŞAĞIYAKACIK,146,48,7.865
AŞAĞIYAKACIK,146,49,4.912
AŞAĞIYAKACIK,146,51,7.529
AŞAĞIYAKACIK,146,53,3.49
AŞAĞIYAKACIK,146,54,4.609
AŞAĞIYAKACIK,146,55,8.979
AŞAĞIYAKACIK,146,56,0.727
AŞAĞIYAKACIK,146,57,1.252
AŞAĞIYAKACIK,146,58,3.829
AŞAĞIYAKACIK,146,63,1.809
AŞAĞIYAKACIK,146,64,2.534
AŞAĞIYAKACIK,146,65,1.788
AŞAĞIYAKACIK,146,68,8.21
AŞAĞIYAKACIK,146,75,4.855
AŞAĞIYAKACIK,146,78,2.333
AŞAĞIYAKACIK,148,3,13.309
AŞAĞIYAKACIK,150,11,1.119
AŞAĞIYAKACIK,151,7,2.238
AŞAĞIYAKACIK,154,5,0.538
AŞAĞIYAKACIK,154,9,1.698
AŞAĞIYAKACIK,154,17,0.505
AŞAĞIYAKACIK,154,18,0.486
AŞAĞIYAKACIK,154,25,2.074
AŞAĞIYAKACIK,157,1,0.797
AŞAĞIYAKACIK,157,3,0.623
AŞAĞIYAKACIK,157,4,1.1
AŞAĞIYAKACIK,160,16,0.905
AŞAĞIYAKACIK,163,1,1.254
AŞAĞIYAKACIK,165,1,4.785
AŞAĞIYAKACIK,165,18,1.526
AŞAĞIYAKACIK,166,4,1.348
AŞAĞIYAKACIK,168,35,0.674
AŞAĞIYAKACIK,168,40,0.483
AŞAĞIYAKACIK,168,68,0.344
AŞAĞIYAKACIK,172,4,15.592
AŞAĞIYAKACIK,172,5,2.103
AŞAĞIYAKACIK,176,4,1.022
AŞAĞIYAKACIK,181,29,2.091
AŞAĞIYAKACIK,181,33,2.106
AŞAĞIYAKACIK,182,2,1.529
AŞAĞIYAKACIK,182,10,1.145
AŞAĞIYAKACIK,182,25,19.51
AŞAĞIYAKACIK,182,26,0.548
AŞAĞIYAKACIK,182,29,6.306
AŞAĞIYAKACIK,182,31,0.036
AŞAĞIYAKACIK,182,32,1.062
AŞAĞIYAKACIK,182,35,1.314
AŞAĞIYAKACIK,182,37,1.361
AŞAĞIYAKACIK,182,45,2.322
AŞAĞIYAKACIK,182,47,3.966
AŞAĞIYAKACIK,183,3,2.624
AŞAĞIYAKACIK,184,21,0.798
AŞAĞIYAKACIK,184,22,0.589
AŞAĞIYAKACIK,187,12,3.695
AŞAĞIYAKACIK,193,3,0.904
AŞAĞIYAKACIK,195,1,0.794
AŞAĞIYAKACIK,196,4,1.393
AŞAĞIYAKACIK,196,16,1.689
AŞAĞIYAKACIK,199,3,0.731
AŞAĞIYAKACIK,199,15,0.405
AŞAĞIYAKACIK,201,8,47.311
AŞAĞIYAKACIK,202,4,1.335
AŞAĞIYAKACIK,203,1,2.334
AŞAĞIYAKACIK,204,1,4.687
AŞAĞIYAKACIK,204,10,0.578
AŞAĞIYAKACIK,204,12,0.71
AŞAĞIYAKACIK,205,10,7.133
AŞAĞIYAKACIK,206,16,0.723
AŞAĞIYAKACIK,206,18,2.18
AŞAĞIYAKACIK,206,31,1.808
AŞAĞIYAKACIK,206,32,0.839
AŞAĞIYAKACIK,206,33,0.324
AŞAĞIYAKACIK,207,7,2.313
AŞAĞIYAKACIK,207,8,0.386
AŞAĞIYAKACIK,207,9,2.581
AŞAĞIYAKACIK,207,10,1.696
AŞAĞIYAKACIK,207,11,1.741
AŞAĞIYAKACIK,207,14,10.504
AŞAĞIYAKACIK,207,18,1.019
AŞAĞIYAKACIK,207,22,1.169
AŞAĞIYAKACIK,207,23,5.32
AŞAĞIYAKACIK,207,23,5.32
AŞAĞIYAKACIK,207,24,2.057
AŞAĞIYAKACIK,207,27,0.481
AŞAĞIYAKACIK,207,29,1.738
AŞAĞIYAKACIK,207,34,21.559
AŞAĞIYAKACIK,207,35,14.895
AŞAĞIYAKACIK,207,38,3.745
AŞAĞIYAKACIK,207,44,3.334
AŞAĞIYAKACIK,207,45,4.482
AŞAĞIYAKACIK,207,48,0.489
AŞAĞIYAKACIK,208,21,1.081
AŞAĞIYAKACIK,209,17,2.374
AŞAĞIYAKACIK,209,18,2.242
AŞAĞIYAKACIK,209,19,0.051
AŞAĞIYAKACIK,209,25,0.194
AŞAĞIYAKACIK,209,29,1.021
AŞAĞIYAKACIK,209,39,6.192
AŞAĞIYAKACIK,209,40,0.033
AŞAĞIYAKACIK,209,41,2.191
AŞAĞIYAKACIK,209,46,0.433
AŞAĞIYAKACIK,209,48,2.522
AŞAĞIYAKACIK,209,55,1.667
AŞAĞIYAKACIK,209,58,0.98
AŞAĞIYAKACIK,209,59,0.865
AŞAĞIYAKACIK,209,62,0.371
AŞAĞIYAKACIK,210,1,5.308
AŞAĞIYAKACIK,211,6,0.296
AŞAĞIYAKACIK,211,8,10.471
AŞAĞIYAKACIK,211,10,5.561
AŞAĞIYAKACIK,211,11,0.316
AŞAĞIYAKACIK,212,1,21.698
AŞAĞIYAKACIK,212,2,8.793
AŞAĞIYAKACIK,212,3,4.806
AŞAĞIYAKACIK,212,4,1.455
AŞAĞIYAKACIK,212,5,3.098
AŞAĞIYAKACIK,212,6,10.945
AŞAĞIYAKACIK,212,7,10.526
AŞAĞIYAKACIK,213,9,0.458
AŞAĞIYAKACIK,213,11,2.849
AŞAĞIYAKACIK,215,1,1.478
AŞAĞIYAKACIK,215,2,2.487
AŞAĞIYAKACIK,215,4,3.792
AŞAĞIYAKACIK,215,5,9.398
AŞAĞIYAKACIK,218,1,0.975
AŞAĞIYAKACIK,218,2,1.507
AŞAĞIYAKACIK,218,6,0.416
AŞAĞIYAKACIK,218,9,5.351
AŞAĞIYAKACIK,218,13,0.983
AŞAĞIYAKACIK,218,16,0.342
AŞAĞIYAKACIK,218,19,3.564
AŞAĞIYAKACIK,218,20,4.112
AŞAĞIYAKACIK,218,21,5.255
AŞAĞIYAKACIK,218,22,0.697
AŞAĞIYAKACIK,218,26,1.914
AŞAĞIYAKACIK,218,26,1.914
AŞAĞIYAKACIK,218,27,1.325
AŞAĞIYAKACIK,218,33,4.278
AŞAĞIYAKACIK,218,35,1.129
AŞAĞIYAKACIK,218,36,1.716
AŞAĞIYAKACIK,218,37,4.24
AŞAĞIYAKACIK,218,38,0.858
AŞAĞIYAKACIK,218,40,0.443
AŞAĞIYAKACIK,218,43,0.62
AŞAĞIYAKACIK,218,45,0.248
AŞAĞIYAKACIK,218,46,0.633
AŞAĞIYAKACIK,218,47,2.677
AŞAĞIYAKACIK,218,48,2.245
AŞAĞIYAKACIK,218,49,0.546
AŞAĞIYAKACIK,218,50,3.917
AŞAĞIYAKACIK,218,51,1.686
AŞAĞIYAKACIK,218,52,2.74
AŞAĞIYAKACIK,218,54,0.272
AŞAĞIYAKACIK,218,58,1.742
AŞAĞIYAKACIK,218,60,0.072
AŞAĞIYAKACIK,218,61,2.344
AŞAĞIYAKACIK,218,65,1.036
AŞAĞIYAKACIK,218,68,0.39
AŞAĞIYAKACIK,218,69,0.815
AŞAĞIYAKACIK,218,70,2.455
AŞAĞIYAKACIK,218,71,1.761
AŞAĞIYAKACIK,218,72,2.82
AŞAĞIYAKACIK,218,73,0.695
AŞAĞIYAKACIK,218,74,2.829
AŞAĞIYAKACIK,218,76,1.512
AŞAĞIYAKACIK,218,78,0.787
AŞAĞIYAKACIK,218,81,5.734
AŞAĞIYAKACIK,218,82,1.022
AŞAĞIYAKACIK,218,83,1.723
AŞAĞIYAKACIK,218,84,2.335
AŞAĞIYAKACIK,218,86,3.86
AŞAĞIYAKACIK,218,89,1.592
AŞAĞIYAKACIK,218,90,0.923
AŞAĞIYAKACIK,218,93,0.566
AŞAĞIYAKACIK,218,94,0.532
AŞAĞIYAKACIK,218,95,0.379
AŞAĞIYAKACIK,218,97,16.279
AŞAĞIYAKACIK,218,98,5.642
AŞAĞIYAKACIK,218,100,4.326
AŞAĞIYAKACIK,218,112,1.572
AŞAĞIYAKACIK,218,116,5.946
AŞAĞIYAKACIK,218,117,2.95
AŞAĞIYAKACIK,218,118,2.072
AŞAĞIYAKACIK,218,119,1.21
AŞAĞIYAKACIK,222,39,0.15
AŞAĞIYAKACIK,222,46,0.85
AŞAĞIYAKACIK,231,6,0.395
AŞAĞIYAKACIK,231,15,0.665
AŞAĞIYAKACIK,233,2,4.638
AŞAĞIYAKACIK,233,3,7.935
AŞAĞIYAKACIK,233,4,11.715
AŞAĞIYAKACIK,239,1,2.61
AŞAĞIYAKACIK,239,2,4.563
AŞAĞIYAKACIK,245,3,3.171
AŞAĞIYAKACIK,245,10,2.053
AŞAĞIYAKACIK,248,6,0.999
AŞAĞIYAKACIK,248,7,1.244
AŞAĞIYAKACIK,248,9,1.925
AŞAĞIYAKACIK,249,3,6.956
AŞAĞIYAKACIK,249,10,1.505
AŞAĞIYAKACIK,249,11,3.181
AŞAĞIYAKACIK,249,12,1.63
AŞAĞIYAKACIK,249,14,1.761
AŞAĞIYAKACIK,249,16,4.092
AŞAĞIYAKACIK,249,20,2.26
AŞAĞIYAKACIK,249,22,2.622
AŞAĞIYAKACIK,249,24,10.358
AŞAĞIYAKACIK,249,26,0.665
AŞAĞIYAKACIK,249,27,2.013
AŞAĞIYAKACIK,249,28,0.771
AŞAĞIYAKACIK,249,29,0.979
AŞAĞIYAKACIK,249,30,0.767
AŞAĞIYAKACIK,249,31,1.223
AŞAĞIYAKACIK,249,32,0.196
AŞAĞIYAKACIK,249,33,3.452
AŞAĞIYAKACIK,249,34,2.31
AŞAĞIYAKACIK,249,37,3.274
AŞAĞIYAKACIK,249,39,4.693
AŞAĞIYAKACIK,249,40,3.699
AŞAĞIYAKACIK,249,40,3.699
AŞAĞIYAKACIK,249,42,0.08
AŞAĞIYAKACIK,249,43,1.387
AŞAĞIYAKACIK,249,44,6.299
AŞAĞIYAKACIK,249,46,1.424
AŞAĞIYAKACIK,249,47,3.906
AŞAĞIYAKACIK,249,48,1.661
AŞAĞIYAKACIK,249,49,2.524
AŞAĞIYAKACIK,249,49,2.524
AŞAĞIYAKACIK,249,50,2.836
AŞAĞIYAKACIK,249,51,0.66
AŞAĞIYAKACIK,249,52,0.417
AŞAĞIYAKACIK,249,53,2.05
AŞAĞIYAKACIK,249,54,4.092
AŞAĞIYAKACIK,249,55,5.921
AŞAĞIYAKACIK,249,56,0.605
AŞAĞIYAKACIK,249,57,0.266
AŞAĞIYAKACIK,249,58,0.564
AŞAĞIYAKACIK,249,59,0.471
AŞAĞIYAKACIK,249,60,0.73
AŞAĞIYAKACIK,249,61,0.949
AŞAĞIYAKACIK,249,62,2.678
AŞAĞIYAKACIK,249,63,4.05
AŞAĞIYAKACIK,249,64,5.217
AŞAĞIYAKACIK,249,65,2.122
AŞAĞIYAKACIK,249,70,1.747
AŞAĞIYAKACIK,249,71,0.453
AŞAĞIYAKACIK,249,72,1.598
AŞAĞIYAKACIK,249,74,1.083
AŞAĞIYAKACIK,249,75,2.294
AŞAĞIYAKACIK,249,77,2.202
AŞAĞIYAKACIK,249,82,0.341
AŞAĞIYAKACIK,249,84,0.875
AŞAĞIYAKACIK,249,86,0.721
AŞAĞIYAKACIK,249,87,0.135
AŞAĞIYAKACIK,249,89,1.962
AŞAĞIYAKACIK,249,90,4.248
AŞAĞIYAKACIK,249,91,4.058
AŞAĞIYAKACIK,249,92,1.101
AŞAĞIYAKACIK,249,93,0.458
AŞAĞIYAKACIK,249,94,0.667
AŞAĞIYAKACIK,249,95,10.049
AŞAĞIYAKACIK,249,96,3.822
AŞAĞIYAKACIK,249,97,6.466
AŞAĞIYAKACIK,249,98,0.975
AŞAĞIYAKACIK,249,99,3.618
AŞAĞIYAKACIK,249,100,2.779
AŞAĞIYAKACIK,249,102,3.646
AŞAĞIYAKACIK,249,104,4.787
AŞAĞIYAKACIK,249,105,0.729
AŞAĞIYAKACIK,249,106,1.561
AŞAĞIYAKACIK,249,110,0.371
AŞAĞIYAKACIK,249,111,0.94
AŞAĞIYAKACIK,249,112,0.657
AŞAĞIYAKACIK,249,125,1.313
AŞAĞIYAKACIK,249,127,16.263
AŞAĞIYAKACIK,249,128,0.822
AŞAĞIYAKACIK,249,129,6.234
AŞAĞIYAKACIK,249,133,2.826
AŞAĞIYAKACIK,249,139,12.74
AŞAĞIYAKACIK,249,141,11.289
AŞAĞIYAKACIK,249,141,11.289
AŞAĞIYAKACIK,249,144,4.843
AŞAĞIYAKACIK,249,147,1.432
AŞAĞIYAKACIK,249,151,0.119
AŞAĞIYAKACIK,250,1,4.805
AŞAĞIYAKACIK,250,4,2.551
AŞAĞIYAKACIK,251,4,2.088
AŞAĞIYAKACIK,254,1,0.421
AŞAĞIYAKACIK,258,3,0.179
AŞAĞIYAKACIK,258,4,0.479
AŞAĞIYAKACIK,258,5,0.421
AŞAĞIYAKACIK,258,7,0.515
AŞAĞIYAKACIK,258,16,0.558
AŞAĞIYAKACIK,258,18,1.581
AŞAĞIYAKACIK,258,22,0.304
AŞAĞIYAKACIK,258,29,0.282
AŞAĞIYAKACIK,258,35,2.53
AŞAĞIYAKACIK,258,47,1.461
AŞAĞIYAKACIK,258,53,6.848
AŞAĞIYAKACIK,262,22,0.464
AŞAĞIYAKACIK,262,24,0.253
AŞAĞIYAKACIK,262,30,1.963
AŞAĞIYAKACIK,262,31,0.864
AŞAĞIYAKACIK,262,32,1.647
AŞAĞIYAKACIK,262,33,0.523
AŞAĞIYAKACIK,262,36,0.533
AŞAĞIYAKACIK,262,37,0.66
AŞAĞIYAKACIK,262,38,1.028
AŞAĞIYAKACIK,262,41,4.468
AŞAĞIYAKACIK,262,42,13.082
AŞAĞIYAKACIK,262,43,6.816
AŞAĞIYAKACIK,262,46,1.016
AŞAĞIYAKACIK,262,49,6.607
AŞAĞIYAKACIK,262,52,1.008
AŞAĞIYAKACIK,262,53,21.94
AŞAĞIYAKACIK,262,54,1.159
AŞAĞIYAKACIK,262,60,5.028
AŞAĞIYAKACIK,262,61,3.697
AŞAĞIYAKACIK,262,65,6.855
AŞAĞIYAKACIK,262,74,9.521
AŞAĞIYAKACIK,262,78,1.007
AŞAĞIYAKACIK,263,6,2.973
AŞAĞIYAKACIK,263,10,13.8
AŞAĞIYAKACIK,263,11,2.639
AŞAĞIYAKACIK,263,13,6.67
AŞAĞIYAKACIK,263,14,6.418
AŞAĞIYAKACIK,263,16,22.015
AŞAĞIYAKACIK,263,17,8.338
AŞAĞIYAKACIK,263,20,20.375
AŞAĞIYAKACIK,263,21,12.862
AŞAĞIYAKACIK,263,23,7.294
AŞAĞIYAKACIK,263,24,4.59
AŞAĞIYAKACIK,263,29,7.521
AŞAĞIYAKACIK,263,30,1.356
AŞAĞIYAKACIK,263,33,20.559
AŞAĞIYAKACIK,263,34,10.619
AŞAĞIYAKACIK,263,35,9.325
AŞAĞIYAKACIK,263,40,4.621
AŞAĞIYAKACIK,263,41,4.765
AŞAĞIYAKACIK,263,50,0.308
AŞAĞIYAKACIK,263,52,26.474
AŞAĞIYAKACIK,263,55,0.053
AŞAĞIYAKACIK,263,57,0.899
AŞAĞIYAKACIK,263,62,1.8
AŞAĞIYAKACIK,264,2,2.109
AŞAĞIYAKACIK,265,5,0.678
AŞAĞIYAKACIK,265,7,1.127
AŞAĞIYAKACIK,265,10,5.879
AŞAĞIYAKACIK,265,11,5.074
AŞAĞIYAKACIK,267,1,2.726
AŞAĞIYAKACIK,267,2,4.128
AŞAĞIYAKACIK,267,3,0.724
AŞAĞIYAKACIK,267,5,4.527
AŞAĞIYAKACIK,267,6,4.495
AŞAĞIYAKACIK,267,7,1.094
AŞAĞIYAKACIK,268,5,0.926
AŞAĞIYAKACIK,268,8,1.841
AŞAĞIYAKACIK,268,9,2.51
AŞAĞIYAKACIK,268,10,0.21
AŞAĞIYAKACIK,268,11,6.328
AŞAĞIYAKACIK,268,12,2.62
AŞAĞIYAKACIK,268,13,0.332
AŞAĞIYAKACIK,268,14,2.933
AŞAĞIYAKACIK,268,17,0.26
AŞAĞIYAKACIK,268,19,0.165
AŞAĞIYAKACIK,268,21,1.794
AŞAĞIYAKACIK,268,22,0.559
AŞAĞIYAKACIK,268,23,1.687
AŞAĞIYAKACIK,268,25,0.92
AŞAĞIYAKACIK,268,26,0.603
AŞAĞIYAKACIK,268,28,0.194
AŞAĞIYAKACIK,268,33,0.59
AŞAĞIYAKACIK,268,35,2.546
AŞAĞIYAKACIK,268,36,0.652
AŞAĞIYAKACIK,268,36,0.652
AŞAĞIYAKACIK,268,39,1.561
AŞAĞIYAKACIK,268,42,4.715
AŞAĞIYAKACIK,268,44,0.999
AŞAĞIYAKACIK,268,45,1.127
AŞAĞIYAKACIK,268,46,0.789
AŞAĞIYAKACIK,268,47,0.333
AŞAĞIYAKACIK,268,49,0.794
AŞAĞIYAKACIK,268,53,0.928
AŞAĞIYAKACIK,268,54,1.372
AŞAĞIYAKACIK,268,55,1.95
AŞAĞIYAKACIK,268,56,0.614
